"Pennsylvania","436","193","629","504","248","752","556","271","827","650","308","958","744","348","1092","944","418","1362","1585","650","2235","1807","741","2548","2020","846","2866","2156","878","3034"
"Rhode Island","75","36","111","85","57","142","102","38","140","138","52","190","142","63","205","179","75","254","197","82","279","184","93","277","202","65","267","174","66","240"
"South Carolina","154","117","271","143","100","243","132","105","237","137","110","247","289","226","515","320","234","554","393","235","628","466","283","749","531","304","835","562","300","862"
"South Dakota","19","13","32","16","18","34","13","11","24","16","18","34","15","18","33","15","12","27","23","19","42","21","14","35","16","12","28","23","16","39"
"Tennessee","396","237","633","361","272","633","412","311","723","417","350","767","512","351","863","606","432","1038","686","500","1186","744","525","1269","807","500","1307","1021","522","1543"
"Texas","694","429","1123","781","397","1178","773","358","1131","667","386","1053","720","431","1151","817","470","1287","876","499","1375","917","541","1458","933","469","1402","1044","453","1497"
"Utah","205","131","336","214","167","381","256","166","422","260","172","432","268","187","455","247","201","448","284","182","466","263","193","456","248","189","437","229","168","397"
"Vermont","25","18","43","26","29","55","35","20","55","44","26","70","40","24","64","54","25","79","67","34","101","80","34","114","76","51","127","76","38","114"
"Virginia","235","154","389","351","224","575","318","215","533","399","241","640","493","265","758","544","276","820","761","369","1130","817","424","1241","837","356","1193","838","428","1266"
"Washington","368","260","628","397","300","697","422","273","695","359","281","640","399","274","673","422","270","692","429","280","709","459","283","742","493","244","737","550","277","827"
"West Virginia","271","180","451","354","196","550","285","183","468","317","173","490","359","195","554","381","248","629","501","232","733","550","283","833","465","237","702","449","224","673"
"Wisconsin","250","165","415","317","156","473","316","167","483","388","211","599","388","239","627","416","206","622","553","313","866","605","321","926","561","285","846","621","307","928"
"Wyoming","25","22","47","27","16","43","22","23","45","26","22","48","34","20","54","22","24","46","23","27","50","22","25","47","18","22","40","30","17","47"

"Notes"
"The National Vital Statistics System multiple cause-of-death mortality files were used to identify drug overdose deaths. Drug overdose deaths were classified using the International Classification of Disease, Tenth Revision (ICD-10), based on the ICD-10 underlying cause-of-death codes X40–44 (unintentional), X60–64 (suicide), X85 (homicide), or Y10–Y14 (undetermined intent). Among the deaths with drug overdose as the underlying cause, the type of opioid involved is indicated by the following ICD-10 multiple cause-of-death codes: opioids (T40.0, T40.1, T40.2, T40.3, T40.4, or T40.6); natural and semisynthetic opioids (T40.2); methadone (T40.3); synthetic opioids, other than methadone (T40.4); and heroin (T40.1)."
""
"Deaths from illegally-made fentanyl cannot be distinguished from pharmaceutical fentanyl in the data source. For this reason, deaths from both legally prescribed and illegally produced fentanyl are included in these data."
""
"Rates presented in this data table represent age-adjusted rates per 100,000 population."

"Sources"
"KFF analysis of Centers for Disease Control and Prevention (CDC), National Center for Health Statistics. Multiple Cause of Death 1999-2019 on CDC WONDER Online Database, released 2021. Data are from the Multiple Cause of Death Files, 1999-2019, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at [http://wonder.cdc.gov/mcd-icd10.html](http://wonder.cdc.gov/mcd-icd10.html) on February 26, 2021."

"Definitions"
"*NSD*: Not sufficient data. Data supressed to ensure confidentiality."


Footnotes
"1. Total number of male and total female opioid overdose deaths reported for the United States exclude opioid deaths in North Dakota in 2015, 2013 and 2011. In these years, the number of deaths are not available for the state by gender due to suppression constraints and are therefore excluded from the US totals."
"2. Total number of male, total female, and overall total opioid overdose deaths reported for the United States exclude opioid deaths in North Dakota 2012. In this year, the number of deaths are not available for the state due to suppression constraints and are therefore excluded from the US totals."
